Référence	ContexteGauche	Pivot	ContexteDroit
jouvencel2, p. 242	sept loing, querir et pourchasser à menger, sans les guettes, escoutes,	chevaucheurs_|chevaucheur|_NOMcom	et guides de toutes pars que une compaignie doit avoir quant elle n'est logée
jouvencel2, p. 243	deliberé de combatre, ses batailles faictes selon la puissance qu'on est, et	chevaucher_|chevaucher|_VERinf	en ordonnance, et ne surprendre riens et se garder d'estre surpriz, que
jouvencel2, p. 246	Amydas son pere et de toute la compaignie, avecques ung nombre de gens pour	chevaucher_|chevaucher|_VERinf	devant, ainsi que requiz avoit, par une manière d'avant - garde,
jouvencel2, p. 247	une manière d'avant - garde, et le roy Amydas aprez. Et tant	chevaucha_|chevaucher|_VERcjg	par ses petitz pas qu'il arriva à une ville tenant le party du roy
jouvencel2, p. 249	au roy Amydas et au Jouvencel, regent d'Amydoine, son filz, lesquelz	chevaucherent_|chevaucher|_VERcjg	, aprez la destrousse faicte de ce cappitaine, ou payz de leurs ennemyz,
quenouilles1, p. 126	les nettoie pour icel an de toute vermine. La.XXVIIJe. euvangille Qui francement poeult	chevauchier_|chevaucher|_VERinf	l'ours noeuf pas d'un tenant, il est affranchi de esteseure et si
quenouilles1, p. 138	temps et loisir. La.XXe. euvangille Quant l'en voit blans religieux aler ou	chevauchier_|chevaucher|_VERinf	par les champs, nulz ne se doibt acheminer celle part pour le lait temps
quenouilles2, p. 91	sur quoy on s'est deschaussié, il est en dangier d'estre ceste nuit	chevauchié_|chevaucher|_VERppe	de la quauquemare. Le.VIe. chappitre Qui laisse de nuit une selle ou un
quenouilles2, p. 93	en devient plus ardant et plus durable. Le.XXIe. chappitre Cellui qui franchement puet	chevauchier_|chevaucher|_VERinf	l'ours.IX. pas d'un tenant, il est affranchy de.IX. paires de
quenouilles2, p. 99	Verde Vaine, que ainsi en avint il a son premier mari, car en	chevauchant_|chevaucher|_VERppa	de nuit, il vey a la clarté de la lune un espoantaire de coste
quenouilles2, p. 99	gravele viengne plus tost de boire trouble vin ou autre beuvrage trouble et especialement de	chevauchier_|chevaucher|_VERinf	sans selle. La conclusion de ceste journee Aprés ceste euvangile fist pause dame Abonde
quenouilles2, p. 104	les exemples en seroient trop longues a raconter. Le.XXIIe. chappitre Quant un homme	chevauce_|chevaucher|_VERcjg	par le chemin et il rencontre une femme filant, c'est tres mauvais rencontre
quenouilles2, p. 109	a monseigneur Sainct Loup. Le.XIe. chappitre Quant on voit blans religieux aler ou	chevauchier_|chevaucher|_VERinf	par les champs, nul ne se doit acheminer celle part pour le lait temps
quenouilles2, p. 114	Se un cheval s'est estors la gambe ou le pied, il convient le	chevauchier_|chevaucher|_VERinf	vers l'ostel du prestre et le appeller par dehors, et sans parler a
tringant, p. 278	Pucelle n'estoit pas d'opinion qu'on les combatist ; mais aucuns compagnons les	chevaucherent_|chevaucher|_VERcjg	tellement que, quant ilz arriverent en la ville de Meung, ilz estoient hors
tringant, p. 280	le sire de Montafillant et mon maistre, qui fut ordonné pour les gardiger et	chevaucher_|chevaucher|_VERinf	, Lahire, Poton et plusieurs autres. Et là furent combatus et desconfiz,
tringant, p. 292	est, repaissoient, Loys de Bueil, son frere, envoya devers lui ung	chevaucheur_|chevaucheur|_NOMcom	à très grant dilligence, lui faisant sçavoir que ledit sire de Talbot estoit aux
tringant, p. 292	grant dilligence, lui faisant sçavoir que ledit sire de Talbot estoit aux champs et	chevauchoit_|chevaucher|_VERcjg	pour le venir surprendre à Lovyers, et desjà avoit -il veu son advengarde.
jehpar, p. 27	le roy d'Angleterre venoit, il partit d'Estempes, et se mit a	chevaucher_|chevaucher|_VERinf	la Beausse tout bellement, pour contreactendre le roy d'Angleterre. Ce fut ung
jehpar, p. 27	ung mardi, après que le roy Jehan de Paris ce faisoit nommer, et	chevauchoit_|chevaucher|_VERcjg	bellement a tout deux cens chevaulx grisons et gens telz comme avez ouy compter cy
jehpar, p. 27	les ungs des aultres. Le roy anglois ce partit iceluy jour d'Estempes et	chevauchoit_|chevaucher|_VERcjg	moult fort ; si luy dirent ses gens que devant eulx avoit une compaignie de
jehpar, p. 28	esperons et fit tant qu'il arriva près d'eulx, et regarda comme ilz	chevauchoient_|chevaucher|_VERcjg	en belle ordonnance et tous les chevaulx pareilz. Il ne sceut que faire,
jehpar, p. 28	est il icy ? » « Ouy », respondirent les François, « il	chevauche_|chevaucher|_VERcjg	bien loing devant. » « Et vous semble », dit il, «
jehpar, p. 28	dit il, « que je puisse parler a luy, et quel cheval il	chevauche_|chevaucher|_VERcjg	? » « Vous pourrez bien parler a luy, mais que vous vous hastez
jehpar, p. 29	Vous pourrez bien parler a luy, mais que vous vous hastez ung peu de	chevaucher_|chevaucher|_VERinf	. » « Et comment le congnoistré je ? » « Vous le congnoistrez par
jehpar, p. 29	sa main. » Si dit le herault, « Grant mercy. » Adonc	chevauche_|chevaucher|_VERcjg	le herault parmy la presse, voyant si grant triumphe qu'il en estoit quasi
jehpar, p. 29	presse, voyant si grant triumphe qu'il en estoit quasi en reverie. Si	chevaucha_|chevaucher|_VERcjg	tant qu'il vit celuy qu'il demandoit ; si vint a luy et le
jehpar, p. 29	pourrez dire que je me recommande a sa bonne grace, et que s'il	chevauche_|chevaucher|_VERcjg	ung peu legierement, nous pourra actaindre, car nous ne chevauchons pas trop fort
jehpar, p. 29	que s'il chevauche ung peu legierement, nous pourra actaindre, car nous ne	chevauchons_|chevaucher|_VERcjg	pas trop fort. » « Et que lui diray je qui vous estes ?
jehpar, p. 29	en retourna vers son seigneur tout esmerveillé de ce qu'il avoit veu. Si	chevaucha_|chevaucher|_VERcjg	si fort qu'il vint devers le roy, et quant fut a luy,
jehpar, p. 30	sa main, et est merveilleusement bel par sus tous les aultres, et ne	chevauche_|chevaucher|_VERcjg	pas fort que tost ne l'ayez aconceu. » Comment le roy d'Angleterre
jehpar, p. 30	ayez aconceu. » Comment le roy d'Angleterre commanda a ces barons qu'ilz	chevauchassent_|chevaucher|_VERcjg	quant il sceut les nouvelles de Jehan de Paris. « Or chevauchons »,
jehpar, p. 30	qu'ilz chevauchassent quant il sceut les nouvelles de Jehan de Paris. « Or	chevauchons_|chevaucher|_VERcjg	», dit le roy d'Angleterre, et alors dit au plus principaulx de
jehpar, p. 30	roy d'Angleterre, et alors dit au plus principaulx de ses barons qu'ilz	chevauchassent_|chevaucher|_VERcjg	au près de luy en belle ordonnance. Si chevaucherent tant qu'ilz vindrent joindre
jehpar, p. 30	de ses barons qu'ilz chevauchassent au près de luy en belle ordonnance. Si	chevaucherent_|chevaucher|_VERcjg	tant qu'ilz vindrent joindre jusques aux derniers. Et quant il les vit,
jehpar, p. 30	ung peu plus avant, ou il porte ung baston blanc en sa main et	chevauche_|chevaucher|_VERcjg	devant pour l'amour de la pouldriere. » « Je vois parler a luy
jehpar, p. 31	parler a luy. » « En bonne heure », dirent ilz. Tant	chevaucha_|chevaucher|_VERcjg	le roy, regardant de ça et de la, qu'il vint jusques a
jehpar, p. 32	vous en fault ja soucier, car j'en ay bien plus ailleurs. Or	chevauchons_|chevaucher|_VERcjg	plus fort, car il nous fault aller anuyt coucher près d'Orleans. »
jehpar, p. 32	il nous fault aller anuyt coucher près d'Orleans. » Si s'en vont	chevauchant_|chevaucher|_VERppa	plus fort que n'avoient acostumé. Et le roy disoit par fois a ses
jehpar, p. 33	laisseroye pour riens mes gens. » Et en parlant de beaucop de choses,	chevaucherent_|chevaucher|_VERcjg	tant qu'ilz vindrent audit lieu pour loger, la ou il trouva ses fourriers
jehpar, p. 37	viande toute chaulde comme il avoit fait le soir. Puis monterent a cheval et	chevaucherent_|chevaucher|_VERcjg	en la maniere que avez ouy jusques a Bourdeaux. Et tousjours Jehan de Paris
jehpar, p. 37	petites bourgades comme ilz logeoient aulcuns soirs. Comme le roy et Jehan de Paris	chevauchoient_|chevaucher|_VERcjg	ensemble et devisoient de leur chemin. Ung jour comme ilz chevauchoient par dela Bourdeaux
jehpar, p. 37	Jehan de Paris chevauchoient ensemble et devisoient de leur chemin. Ung jour comme ilz	chevauchoient_|chevaucher|_VERcjg	par dela Bourdeaux, le roy anglois demanda a Jehan de Paris se il yroit
jehpar, p. 38	le plus aize que oncques en son vivant eut esté. Ung jour comme ilz	chevauchoient_|chevaucher|_VERcjg	entre Eibe Faviere et Bayonne, il se mit tresfort a plouvoir. Comme Jehan
jehpar, p. 40	lendemain matin se partirent dudict Bayonne, et se mirent aux champs, et en	chevauchant_|chevaucher|_VERppa	, trouverent une petite riviere qui estoit moult maulvaise, car il s'i noya
jehpar, p. 41	: « Par Dieu, vous me baillez de bonnes raisons. Or sus,	chevauchons_|chevaucher|_VERcjg	, car je suis fort moillé, et vouldroys estre au logis. » Si
jehpar, p. 42	le roy, je n'ay talant de railler a ceste heure. » Si	chevaucherent_|chevaucher|_VERcjg	fort, tant que chascun arriva en son logis, la ou les Anglois se
jehpar, p. 42	, et que le roy d'Angleterre avoit oublié partie de sa melancolie, en	chevauchant_|chevaucher|_VERppa	il demanda a Jehan de Paris : « Mon doulz amy, je vous prie
jehpar, p. 44	jour d'ung samedi, et les nopces devoient estre le lundi ensuivant. Tant	chevaucha_|chevaucher|_VERcjg	le roy que celuy jour arriva a Burgues, ou il fut receu a grant
jehpar, p. 44	ung petit d'eulx a parler, et retornerons a Jehan de Paris, qui	chevaucha_|chevaucher|_VERcjg	tout le dimenche comme le roy anglois jusques a deux lieues près de la ville
jehpar, p. 44	estoit a deux lieues de Burgues. Si envoya deux heraulx acompaignez de cinq cens	chevaucheurs_|chevaucheur|_NOMcom	, au roy d'Espaigne, luy demander logis en la ville pour Jehan de
jehpar, p. 45	heraulx, quant ilz furent au près de la porte, laisserent les cinq cens	chevaucheurs_|chevaucheur|_NOMcom	qui estoient venuz avec eulx, et n'entra en la ville que eulx et
jehpar, p. 47	le roy d'Angleterre, « je le vous diray. Ung jour comme nous	chevauchions_|chevaucher|_VERcjg	ensemble, il plouvoit tresfort. Luy et ses gens avoient prins certains habillemens qu'
jehpar, p. 48	dit il, ma mye, voulentiers. L'aultre si est que ainsi que	chevauchions_|chevaucher|_VERcjg	ensemble, je luy demandé, pour passer le temps, qui estoit la cause
jehpar, p. 50	luy dire la responce que le roy d'Espaigne leur avoit faicte. Les heraulx	chevaucherent_|chevaucher|_VERcjg	toute nuyt pour aller faire leur responce a Jehan de Paris de ce qu'ilz
jehpar, p. 64	ung riche drap d'or semé au rebras de perles et de pierrerie, qui	chevauchoit_|chevaucher|_VERcjg	ung grant coursier tout couvert de mesmes, si non que la hosseure estoit de
jehpar, p. 81	desirent souvent avoir des nouvelles, et pour ce elle a bon besoing du bon	chevaucheur_|chevaucheur|_NOMcom	. » Quant ilz entendirent ces parolles, chascun se print moult fort a rire
jehpar, p. 82	devoit faire porter a ses gens des maisons pour eulx garder de la pluye en	chevauchant_|chevaucher|_VERppa	. Si ne puis entendre comme ces maisons pourroient aller ne qui les porteroit.
commyn1, p. 19	son avantgarde à Montlehery, qui est trois lieues oultre, et envoyèrent espies et	chevaucheurs_|chevaucheur|_NOMcom	aux champs pour sçavoir la venue du roy et son chemin. En la presence
commyn1, p. 49	prenoyent grand peine de commander et de faire tenir ordre à leurs batailles, et	chevauchoyent_|chevaucher|_VERcjg	bien arméz, et sembloit bien qu'ilz eussent bon vouloir de faire leurs offices
commyn1, p. 49	eussent bon vouloir de faire leurs offices. Les ducz de Berry et de Bretaigne	chevauchoient_|chevaucher|_VERcjg	sur petites hacquenées, à leur ayse, arméz de petites brigandines fort legières pour
commyn1, p. 50	pour moins leur peser. Toutesfois je ne le scay pas de vray. Ainsi	chevauchèrent_|chevaucher|_VERcjg	toutes ces compaignies jusques au pont de Charenton près Paris, à deux petites lieues
commyn1, p. 59	de cinquante lances qui se tenoient vers la Granche des Merciers, et avoyent des	chevaucheurs_|chevaucheur|_NOMcom	le plus près de Paris qu'ilz povoient, qui très souvent estoient ramenéz jusques
commyn1, p. 72	pour trouver messrs de Charroloys et de Calabre, et là parloyent ensemble. Les	chevaucheurs_|chevaucheur|_NOMcom	qui estoient enforcéz allèrent plus près de Paris et veirent plusieurs chevaucheurs qui venoient pour
commyn1, p. 72	ensemble. Les chevaucheurs qui estoient enforcéz allèrent plus près de Paris et veirent plusieurs	chevaucheurs_|chevaucheur|_NOMcom	qui venoient pour savoir ce bruyt en l'ost. Nostre artillerie avoit fort tiré
commyn1, p. 72	costéz quelque grant entreprise ; le temps estoit fort obscur et trouble, et noz	chevaucheurs_|chevaucheur|_NOMcom	, qui s'estoient fort approchéz de Paris, veoient plusieurs chevaucheurs et, bien
commyn1, p. 73	, et noz chevaucheurs, qui s'estoient fort approchéz de Paris, veoient plusieurs	chevaucheurs_|chevaucheur|_NOMcom	et, bien loing oultre, veoient grant quantité de lances debout ; ce leur
commyn1, p. 73	champ, et leur signifièrent ces nouvelles, les assurèrent de la bataille. Les	chevaucheurs_|chevaucheur|_NOMcom	sailliz de Paris s'aprochoient tousjours pour ce qu'ilz veoyent reculler les nostres,
commyn1, p. 73	et tout ce peuple sailly de la ville ! Et marchent, comme dient noz	chevaucheurs_|chevaucheur|_NOMcom	. Et pour ce, que chascun ait bon cueur : tout ainsi qu'ilz
commyn1, p. 73	, qui est la grand aulne ! » Ainsi alla resconfortant la compaignie. Noz	chevaucheurs_|chevaucheur|_NOMcom	avoient ung petit reprins de cueur, voyant que les autres chevaucheurs estoient foibles,
commyn1, p. 73	compaignie. Noz chevaucheurs avoient ung petit reprins de cueur, voyant que les autres	chevaucheurs_|chevaucheur|_NOMcom	estoient foibles, et se rapprochèrent de la ville et trouvèrent encores ces batailles au
commyn2, p. 105	. Et fault dire vray qu'il avoit esté donné mauvais ordre d'avoir bons	chevaucheurs_|chevaucheur|_NOMcom	aux champs, car on n'en fut adverty que par les fourrageux qui fuyoient
commyn2, p. 121	mot, à mon gré bien saige, où il disoit que, quant orgueil	chevauche_|chevaucher|_VERcjg	devant, que honte et dommaige suyt de bien près. Et de ce peché
commyn3, p. 61	estoit leur principalle esperance. En la compaignie dudict Symon de Quingy y avoit ung	chevaucheur_|chevaucheur|_NOMcom	d'escuyerie dudict duc, qui avoit nom Henry, et natif de Paris,
commyn4, p. 53	sembloit bien qu'ilz fussent neufz à ce mestier de tenir les champs ; et	chevauchoient_|chevaucher|_VERcjg	en assez mauvais ordre. Le roy envoya au roy d'Angleterre trois cens charriotz
commyn5, p. 23	Passé que fut ledit duc de Lorrayne, comme j'ay dit, après avoir	chevauché_|chevaucher|_VERppe	aucuns jours, arryva vers lesdictes Alliances peu d'heures avant la bataille et avecques
commyn5, p. 62	du Lude, qui couchoit hors du Plesseïz, sceüt le premier l'arrivée du	chevaulcheur_|chevaucheur|_NOMcom	qui apporta les lettres de ceste bataille de Nancy dont j'ay parlé. Il
commyn5, p. 62	les lettres de ceste bataille de Nancy dont j'ay parlé. Il demanda au	chevaulcheur_|chevaucheur|_NOMcom	ses lettres, qui ne les luy osa reffuser, pour ce qu'il estoit
commyn5, p. 71	gens d'armes, qui incessamment, le temps passé et le temps present,	chevauchent_|chevaucher|_VERcjg	d'ung des boutz du royaume en l'autre, et bien souvent sans grand
commyn6, p. 49	comme la duchesse d'Autriche estoit morte d'une cheütte de cheval, car elle	chevauchoit_|chevaucher|_VERcjg	ung hobin ardent. Il la feït cheoir et tumba sur une grant pièce de
commyn6, p. 52	garde des provinces de son royaulme, qui de long temps avant sa mort ne	chevaulchèrent_|chevaucher|_VERcjg	par ledict royaulme, laquelle chose estoit grand repoz au peuple. A l'heure
commyn7, p. 82	filz de Rome, le mist en possession du royaulme, le fist couronner et	chevaucher_|chevaucher|_VERinf	par la ville de Napples, acompaigné des plus grans qui y estoient, comme
commyn8, p. 33	Et combien qu'il se die plain, si est - il mal aisé à	chevaucher_|chevaucher|_VERinf	, car il est tout fossoié, comme est Flandres, ou encores plus ;
commyn8, p. 69	conduyre au retour ; car il n'estoit point de croyre que ung tel roy	chevauchast_|chevaucher|_VERcjg	de nuyt sans guyde, là où il en pouvoit assez finer. Encores monstra
commyn8, p. 70	se mist chascun en estat de combatre ; mais cest effroy dura poy, car	chevaulcheurs_|chevaucheur|_NOMcom	vindrent de tous coustéz et se recongneürent incontinent. Et de là allasmes repaistre au
commyn8, p. 76	partoit avant jour, et ne sceüz oncques qu'il y eust guyde, et	chevauchoit_|chevaucher|_VERcjg	jusques à mydi, là où il repaissoit ; et chascun prenoit place, et
commyn8, p. 161	de noir, de ces gros bureaulx ; et les nobles et gens de bien	chevauchoient_|chevaucher|_VERcjg	les mulles couvertz jusques aux genoulx dudit drap ; et ne leur paressoit que les
